20,8,2,40,1,34,2,1,35,1,6,3,24,7,9,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,2,3,4,1,2,2,2,3,1,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,2,3,4,1,2,2,2,3,1,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,3,30,5,38,36,15,10,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,3,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,3,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,24,17,2,27,1,41,46,26,23,16,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,3,1,2,3,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,3,1,2,3,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,40,1,2,11,7,6,9,3,2,5,4,4,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,1,2,2,2,3,4,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,1,2,2,2,3,4,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,7,6,28,1,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,1,9,1,6,3,5,3,8,7,6,33,5,11,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
7,20,3,37,20,25,2,13,37,20,25,2,33,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,3,4,4,1,2,3,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,3,4,4,1,2,3,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,3,42,7,9,3,6,5,13,1,21,6,8,3,8,5,10,26,1,25,5,20,10,3,43,5,10,20,1,1,2,3,1,2,2,2,2,2,2,3,1,2,2,2,2,2,3,1,2,2,2,2,2,3,1,2,2,2,3,1,2,3,1,2,2,2,2,2,2,3,1,2,2,2,2,2,3,1,2,2,2,2,2,3,1,2,2,2,3
12,7,13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,22,23,2,21,27,17,14,39,14,23,44,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,2,2,2,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
